review,sentiment
"I will never get back the three hours of life this film has stolen from me.<br /><br />The film is basically a psychedelic drug trip disguised as an important creative process. I'd love to know what they were on when this film was being made.<br /><br />Its also the most historically-inaccurate film in existence; 2001 has come and gone without any of the events or predictions taking place.<br /><br />Characters are unlikeable, design is simplistic and everything just rambles on without any sense or logic to it.<br /><br />And the ending is probably the worst of it: its supposed to be thought-provoking but the only thought that entered my mind is ""What the F$*K is going on?!"" <br /><br />I'd say for anyone looking for serious entertainment purposes, AVOID this film at all cost and choose a sci-fi movie that ISN'T stuck up its own @$$.",negative
"Several years ago the Navy kept a studied distance away from the making of ""Men of Honor,"" a film based on the experiences of the service's first black master chief diver's struggle to overcome virulent racism. Ever eager to support films showing our Navy's best side the U.S.S. Nimitz and two helicopter assault carriers, with supporting shore installations, were provided to complement this engrossing tale of a young sailor's battle with uncontrollable rage. Some of the movie was shot aboard the U.S.S. Belleau Wood.<br /><br />Antwone Fisher wrote the script for Denzel Washington's director's debut in which he stars as a Navy psychiatrist treating Fisher, played effectively and deeply by Derek Luke.<br /><br />Fisher is an obviously bright enlisted man assigned to the U.S.S. Belleau Wood (LHA-3), a front line helicopter assault platform. Fisher can't seem to avoid launching his own assaults at minimal provocation from his fellow enlisted men. Sent to the M.D. as part of a possible pre-separation proceeding, Fisher slowly opens up to the black psychiatrist, revealing an awful childhood of great neglect and shuddering brutality.<br /><br />The story develops as Fisher cautiously but increasingly trusts his doctor and gets the courage to pursue a love interest, an enlisted sailor named Cheryl, played by a stunningly beautiful Joy Bryant.<br /><br />Fisher reluctantly engages with the doctor by asking long simmering questions but soon realizes he must seek the answers, however painful, in order to grow and move away from conflict-seeking destructive behavior.<br /><br />While all the main characters are black, this story transcends race while unflinchingly showing the evil of exuberant religiosity and concomitant hypocrisy in foster family settings. Viola Davis, a versatile actress seen in a number of recent films, is a picture of sullen immorality but is nothing compared to foster mom, Mrs. Tate (Novella Nelson), who in short but searing scenes would earn - if it existed - the Oscar for gut-churning brutality.<br /><br />Films about patient-therapist interaction follow a certain predictability (all that transference and counter-transference stuff) but the earnestness of Fisher and his doctor/mentor is realistically gripping. It's a good story, well told. Period.<br /><br />While set in the Navy, ""Antwone Fisher"" is not in any real sense a service story as was ""Men of Honor,"" an excellent movie that dealt with crushing racism directed against a real person. Nor is it truly a film about blacks. It's about surviving terrible childhood experiences and, as Fisher says, being able to proclaim in adulthood that the victim is still ""standing tall."" The persecutors shrink in size and significance as a brave and strong young man claims his right to a decent life with the aid of a caring doctor.<br /><br />My only quibble is that Washington is a lieutenant commander but is addressed as commander. With all the Navy support people listed in the end credits, someone should have told Director Washington that his character, like all naval officers below the rank of commander, is addressed as ""Mister."" Not a big criticism, is it? :)<br /><br />I don't know why this film is playing in so few theaters. It deserves wide distribution. Derek Luke may well get an Oscar nomination.<br /><br />8/10.<br /><br />",positive
"It reaches the minds and feelings of everyone driving them deep in the black desert. A brutal but beautiful world that is explored through memories and edgy layers of sound and score. The landscape develops its own persona, paralleling the inner geography of all three characters as their stories unfold. The stark void of lost love, the fear of the unknown, and then transcendence of emptiness through the very openness of this desolation. Three misguided souls fighting to find something absolute and positive in all that negative space. The drama is compelling. James Franco and his co-stars deliver deft performances. Naive schoolboy, suicidal blonde, embittered car thief -- all converge with unexpected twists. Together they create an explosive portrait of fractured love -- one that unwittingly conspires to mend amidst the hardest forms of adversity and illusion -- the blindness of human emotion.",positive
"This may be one of the worst movies to ever make it to production, ever.<br /><br />1. The most exciting part is the beginning, where the guy is walking... and walking... and walking (spoiler). There is about 15 minutes of just walking. How? <br /><br />2. Not to mention there's a lot of issues with the lighting, and it's almost like they even shot the night scenes during the day. <br /><br />3. The acting was TERRIBLE. It looks like they found a community theater (in Mexico)... and then took the people who were turned away.<br /><br />Please, for the love of everything holy, don't rent this movie. If you know someone who owns it, apologize to them. The director should be subject to punishment through the war crimes tribunal for foisting this on the public.",negative
"when you add up all the aspects from the movie---the dancing, singing, acting---the only one who stands out as the best in the cast is Vanessa Williams...her dedication, energy and timeless beauty make Rosie the perfect role for her. Never have i ever seen someone portray Rose with such vibrancy! Vanessa's singing talent shows beautifully with all the songs she performs as Rose and her acting skills never cease to amaze me! Her dancing is so incredible, even if as some people say the choreography was bad---her dancing skills were displayed better than ever before! I'd recommend this version over the '63 just because i find that although lengthy the acting by Vanessa is superb-----not to mention the fact that Jason Alexander and the rest of the cast are very impressive as well (with the exception of Chynna Philips...what in hell were they thinking when they cast her?)<br /><br />All in all I'd say this version is wonderful and I recommend that everyone see this version!",positive
"Following is a little-known 1998 British film, which was made with a budget of £8000 and has a running time of 70 minutes. When watching it, you'd never expect its director to go on to make it in Hollywood and become one of the most acclaimed and celebrated directors of the 21st Century  well, everybody has to start somewhere I suppose.<br /><br />The director of Following, as you probably already know is Englishman Christopher Nolan, who directly after Following would go on to direct the critically-acclaimed independent film Memento; a few years later he would be hired by Warner Bros. to direct the new Batman series, which further brought him acclaim, and so on and so forth. My point is, everybody has to start somewhere  even if it's not in the most astounding debut  and Christopher Nolan introduces himself to the world in 1998 with Following.<br /><br />When watching it, I couldn't help but draw resemblances to another directorial debut, avant-garde auteur David Lynch's Eraserhead. Following is not a surrealist psychological horror film in that sense, but the similarities are noticeable; most notable, it's shot in grainy black-and-white and has an atmosphere about it that makes it unique. It's hard to describe in words, but it loosely resembles the smoky atmosphere you'd find in the film noirs of old. Hence, it can be said that Following is a contemporary film noir, or a neo-noir. Overall, it's an amalgamation of that and a psychological thriller, and the story is most appropriate to these two genres.<br /><br />The main character is nameless, and the movie's title stems from an early, obsessive-compulsive trait he possessed  randomly picking out people on the street and following them, sometimes even for hours on end. During one of these 'stalking expeditions', the main character becomes noticed by one of the people he is following, and is confronted. Turns out that the 'confronter' is a man who is willing to befriend our narrator, and he introduces himself; his name is Cobb, and he's a petty burglar who invites the narrator to follow him on his burglaries.<br /><br />From there, the main character becomes swept up in Cobb's world, and he becomes embroiled in crime, passion and violence as he gets more and more intimate with Cobb. Following is not so much a character study, but instead a film which follows the tumultuous relationship between these two main characters, and the devastating ramifications it has on our narrator. Nolan succeeds in making the film resemble a film noir, and emulates the respective atmosphere well.<br /><br />As a thriller, Following is taut and atmospheric; however as a film in general, it's somewhat of a disappointment. If not that, then one could definitely call it underwhelming. The entire film is shot in a non-chronological and non-linear fashion, and it makes the story and film-experience unique, to some extent  this style has been done so many times now it's almost commonplace technique  and the story itself is unique to some extent.<br /><br />However, Following is ultimately underwhelming for the entire film, and is disappointingly unspectacular. The story calls for more  more action, more suspense and more thrills  but it becomes too embroiled in its own storyline, and instead focuses on creating an intricate story. Following does succeed in doing that, but without any other elements it's a film noir that doesn't quite work out; it's got a sense of emptiness which isn't enormous, but still noticeable nonetheless. Furthermore, the film's shocking revelation at the end  almost a mandatory convention in film noirs  is one that makes us feel cheated; it's unpredictable and comes out of nowhere, but in relation to the story it's disappointing, as it essentially makes the preceding scenes, and the entire film, seem like an enormous waste of time.<br /><br />But the positives far outweigh the negatives, and in the end Following turns out to be a flawed but satisfying film, Yes, everybody has to start somewhere. Christopher Nolan does it with Following, and he does it in a fine manner. A quiet, meek but fine manner. It's not the most astounding movie, and it isn't quite worthy of the accolades the director would go on to receive in the following decade, but it's still a good film nonetheless. When singling out Following, you find a well-made, taut and atmospheric thriller, one which lacks noticeable nuance or innovative style but still manages to grip audiences nonetheless.",positive
"I just rented this movie to see Dolph Lundgren, whom I hadn't seen in any movies since Rocky IV. Unfortunately this movie was a big disappointment. The acting of all the parties was bad except for Mr. Lundgren, who was okay-ish. Kata Dobó was something nice to look at despite her ridiculous outfit and make-up.<br /><br />The plot is not at all clever, it's something that's been repeated a million times in different movies. The crooks were utterly stereotypical, and Lundgren's character hadn't any depth in it. I didn't really expect a movie masterpiece, but unfortunately this is not even decent action. Every turn in the plot is extremely predictable and the unbelievable amount of over-the-top unrealism and comic-book like characters started to annoy me strongly pretty soon.<br /><br />I would recommend this to young kids wanting some comic-like action, but only if nothing else is available.<br /><br />1/10. (I guess the current average vote of 7.0 with 6 votes must have been influenced by somebody involved in making this movie)",negative
"The unflappable William Powell. He is a joy to watch on the screen as he makes his way through situations without a care in the world. He always seems on top of his game and shows little care for anyone who doubts him. The murders are projects, barely human beings. I have noticed this is a staple of the whodunnit. Other than an occasional weeping widow, the victims fulfill the function of being the reason the movie exists. Nothing more. There are enough twists and turns to keep things interesting along the way and Powell is a master at this. There is a lot of political incorrectness, especially as it relates to the Asian performers. This is a little hard to take. The cast is great, and Curtiz's direction is also a consistent asset.",positive
"Anyone who sees this film will notice that the makers threw a lot of money at this film. It's interesting they titled it ""The Hole""! The production values are good for a short film. The hole tries to look big budget and does in some ways but is hampered by the video format it was shot on. I speculate if this was shot on 35mm it would look incredible and would elevate the content somewhat. Many hollywood movies look good and that's enough for an audience regardless of story and content.<br /><br />My honest opinion, 3 out of 10 for this effort. Maybe Ishimoto's next film will deliver.",negative
"This is a student film and it's a piece of crap. I would use much stronger language to describe it but then the review wouldn't be posted and the world needs to know- beyond any possible reasonable doubt- this movie REALLY SUCKS.<br /><br />There seems to be a different ruler used when measuring an already famous director's early work. Like somehow it was genius that we were just too stupid to comprehend since he finally got it right now today. I'm not buying it. The early movie ""Bad taste"" made by the LOTR Peter Jackson's sucks and this ""early work"" from another famous director really sucks the same way too. These ""early works"" are representative of crappy everything, from budget to scripts to actors etc.. it all is bottom of the bucket trash. Don't be fooled by the big name.<br /><br />If you like watching a handful of male 70's hippie burnouts pretend they could ever command a ship with the worst special effects you have ever seen- this is your movie.<br /><br />I can't f*37449ing believe this thing won a golden scroll award for best special effects. That is a joke right? Or a joke award?<br /><br />If you want to watch what this movie WISHES it was rent a season or three of Red Dwarf you smeghead.",negative
"I should no longer be surprised when critics miss the most obvious things in works of art, because they are human beings, and the vast majority of human beings are lazy by nature. That said, the simplistic notion that Ingmar Bergman's great 1968 film Shame (or Skammen) is merely an anti-war film does a great deal of damage to the reputation of this very complex, and highly nuanced, film. Compared to its more filmically showoffy predecessors, Persona and Hour Of The Wolf, Shame is seemingly a more classic film, in terms of narrative. But, the key word is seemingly, for while it lacks the bravura pop psychologizing of Persona and the gaudy horror film homages of Hour Of The Wolf, it is one of the best films ever made about war- and not as an anti-war film, nor a pro-war film. As such, it has to rank with Wild Strawberries as one of his greatest films, as well as one of his best screenplays, if not the best.<br /><br />Although ostensibly a more psychologically exterior film than the films that preceded it, it truly says far more realistic things about the human psyche and the will to survive. In it, Max Von Sydow and Liv Ullman play Jan and Eva Rosenberg (perhaps a nod at the infamous American spies, whom many European intellectuals felt were innocent), two musicians who used to play for the local philharmonic orchestra before a war broke out, and they retreated to live on a small plot of land on an island, content to working in a greenhouse. The country they live in is unnamed, as is the island they live on, although the film was made on Bergman's small island of Farö, just off the northern end of the Swedish Island of Göttland. It seems that their nation has been at war for some years with an invading country, or perhaps engaged in a civil war with rebels from another province. This is all left deliberately hazy, as this war is meant to symbolize all wars. This is reinforced as the film starts with assorted war quotes on the screen, as the credits roll. These include quotes from Hitler to Vietnam Era American military figures. After early scenes that depict the prosaic nature of their rural life, and then the coming of war, where even old men are conscripted, an aerial attack ravages the Rosenbergs' land, as enemy jets fly overhead, dropping bombs and what seems to be chemical weapons of an Agent Orange like nature. One plane is hit, and a parachutist jumps out and ends up hanging in a tree. Jan, who starts off the film as a sniveling coward, refuses to go and help, so Eva goes alone. Jan joins her and they find the pilot has been shot. It seems he is, indeed, part of the invading, or possibly rebel, force. A bunch of government soldiers soon stop at their home and ask questions about the dead pilot, then advise the couple to leave their home, as the Invaders are near. there are the misinterpretations of the film on a micro level, such as that of Bergman scholar Marc Gervais, who provides the film commentary on the DVD of the film. Like many other critics, he claims that Jacobi is a Quisling, who has collaborated with the Invaders. But, this is clearly and demonstrably wrong, for Jacobi is with the original Fascist government. As proof, first off, the Invaders are repelled after they invade the Rosenbergs' land and shoot their agitprop interview. We know this because the government that later questions them of the faked interview, and words put into Eva's mouth, see the film as supposed proof of their treason, and Jacobi is clearly working with them, the Fascist Big Brother statists. Secondly, Jacobi is in charge of deciding which of the townsfolk are sent to concentration camps, for collaborating with the Invaders, and the Rosenbergs, again, are among those spared. Thirdly, in his seduction of Eva, Jacobi tells her his son is on leave from the military, and clearly, if he was an Invader, he would not be speaking so happily of his son serving the state. Also, rebel forces are not official armies, and do not grant official leave. Lastly, Filip is clearly with the rebels, or Invaders, of the Organization, and why would he have killed a colleague?<br /><br />That Gervais and other critics so blatantly and wantonly misinterpret and flat out miss such a key and manifest point of this film brings into question their ability to discern any and all aspects of all of Bergman's films. This is a wonderful and great film, and very high in the Berman canon, but it is disappointing to read how so few critics and viewers have really understand its complex message, instead opting out for the cheap, lazy, and easy claim of its being merely anti-war, and a rather simple film in comparison to its two showier predecessors. And that, in the long run, is the real shame of Shame.",positive
"Good grief! While I still maintain that Manos: The Hands of Fate is the worst piece of mental torture available, Hobgoblins came awfully close. This...this...thing insults the audience at every opportunity.<br /><br />At least films like Space Mutiny and Future War can be enjoyed on mst3k, this one was a struggle to get through. I was literally writhing on the couch in anguish. This thing managed to embarrass me - alone!<br /><br />Even if you are a die-hard MST3K fan and have made it your mission to see every single experiment, think twice about seeing this one.<br /><br />It's that bad.",negative
"I couldn't believe that this movie dates from 2007, it had all the looks of a below-average seventies horror-flick. Didn't they have any knowledge of modern special effects or CGI?!? Didn't they know that in the post-millennium the violence in a supposed horror- and/or scifi-movie should at least be a little bit graphic? Or did I get the purpose wrong, was it supposed to be a deep and meaningful story of man and animal, bound together in the big cycle of life, or a warning to mankind not to mess with Nature, or something like that?? It doesn't really matter, either way it turned out wrong and to me this movie failed on all accounts.<br /><br />First of all: the premise is very improbable. If at a given time you're capable of replacing a total eye, no responsible medical scientist would start his very first human attempt with both eyes at the same time, that's totally unprofessional. And to do all this apparently without informed consent of the patient?! And why on earth choose for eyes that have a totally unusual color for humans, and make the victim look like a freak?! By the way, I noticed that all the real wolves in the movie had puppy-like normal dark eyes, couldn't they have waited for such a specimen? The story is lame, it's about this poor guy Aaron who gets these weird eye-transplants, which suddenly makes him feel like the donor-wolf (or at least, that's what I make of it) and then he's being chased by some military men. Especially this last bit is ridiculous. I mean, I can understand that the army is interested in the results of the experiment (imagine soldiers with night-vision eye-sight!) but as the operation fails on account of the apparent nervous breakdown of the patient, it's beyond me why they're out to kill him. Why not leave him alone and look for another usable recipient? (a volunteering soldier maybe??). And why try to kill everyone else that's involved with poor Aaron, isn't that a bit steep?! Who the hell are these militaries anyway, I hope not the US army or the government, they behave like psychopaths, walking around the hospital waving automatic weapons, raiding private apartments like they're after some public enemy # 1, and displaying during the ultimate show-down in the woods a total lack of discipline, like a bunch of frightened schoolchildren, panicking and shooting randomly around.<br /><br />Aaron, for some unfathomable medical reason, feels like a wolf after the transplantation of the eyes. Why would that be??? He suddenly sees visions of wandering wolves. What is this? Are we supposed to believe that the memories of the donor-wolf are situated in it's eye-balls?!? And that the recipient of these eye-balls also adopts the wolf's craving for red (life-) meat and can jump off of a 30 feet high balcony and land unharmed on his all-fours like a cat (can a wolf even DO that??!).<br /><br />The acting (or the lack thereof) didn't help the credibility of all this either: everyone stumbles through their lines like wooden dolls, especially this Indian girl, she may be pretty but she can only come up with one expression (vexed) and some disinterested mumblings about the force of Nature, and it beats me why Aaron all of a sudden is all over her (but hey, there probably had to be at least one love-scene!). I really sympathized with actor Cory Monteith, who seems like a nice guy with a handsome enough face, but they didn't give him much to go with. He has to run around bare-chested for more than half of the movie, which could have been fun to watch, but then they had better chosen someone with a more impressive physique, Monteith really should leave his shirt on. His (few) killings and attacks are hardly shown, we just hear some growling and cries of fear and then there's another victim lying down and Aaron with some more blood on his face and chest. Not much for a modern sci-fi horror! The only good acting came from Justine Bateman, and I really like to see how she has matured into a beautiful and classy forty-something lady. She did what she could with her silly lines and she even convinced me of being this doctor with good intentions, but they made her character a kind of a wimp, who gets totally bossed around by the leader of these militaries. What a pity that the script didn't make her stand up a bit more! <br /><br />In the end this sums up as being a silly and rather boring movie, hardly scary or thrilling, with unbelievable goings-on, a lot of overlong National Geographic-like visuals of wolves running around woods and slopes (who cares?!?), some pretentious Indian ramblings about Man and Nature and an uneven musical score with poppy songs at the most inappropriate moments. I guess the word ""superfluous"" covers it all.",negative
"Since their nasty divorce from the Disney Company (with Disney keeping the Miramax brand) the Weinstein Company seems to specialize in above average movies which are then under-promoted and seen by few. THE FLOCK is a prime example.<br /><br />A story about the civil servants who have the nasty job of keeping track of registered sex offenders, this picture will tell you more about sex criminals than an entire season of Law and Order - SVU.<br /><br />Richard Gere gives his best-ever performance as the soft-spoken agent worn-out by the task. Claire Danes for once has the opportunity to get into a solid role (instead of the junk she normally gets stuck in) and she makes the most of playing the novice. The cinematography, pacing, editing, all of it is first rate --- and I saw no trace of the attention-deficit-disorder camera jump-around or excess camera cuts that others complained about. The subject is handled with restraint, but it's still a tough subject and might make you sick.<br /><br />Fifty years ago there was almost no problem with the kinds of sex crimes herein shown in abundance which will shock even the jaded. Then came the Supreme Court decisions which simultaneously tied police hands as the ""rights"" of sex perverts were opened up and America was turned into a shopper's paradise for sexual perversity, both willing and unwilling. Each such step was met with praise by Liberals, who celebrated the Warren Court's ill deeds with glossy covers on Time and Newsweek. Everyday liberals also praised the Court's action and mocked those who disagree. In 2007 how many Americans know that the kind of pornography that depicts savage violence and torture of young women -- can be subscribed to, and delivery of it is subsidized by the discount periodicals rate by the US Post Office. Just one part of the problem -- a problem that can tare anyone's family to shreds.<br /><br />Richard Gere is a Liberal, but he gives his best in his performance here. Perhaps in his maturing age he's gained a measure of wisdom.",positive
"Farscape - is the one Sci-Fi Show which restarted the Interest in Science Fiction in me.<br /><br />But Farscape is so much more then plain and simple Sci-Fi. Comedy, Drama and much more :) The Acting is very good. Luckily Farscape survived also it's cancellation and showed with Peacekeeper Wars that it is not dead yet :) I hope there is a future for Farscape :) In my opinion it is also not problematic that some of the characters in the Show are muppets. You have to look behind that and you will see what a beauty Farscape is.<br /><br />Farscape set a new Standard in Television and i think it will be truly hard for new shows to prove that they can be equal or better than Farscape. I love this Show :)<br /><br />SaphirJD",positive
"How could a film dealing with illegal Mexican immigrants being robbed and beaten over the border be dull? Well, ""Border Incident"" is.<br /><br />No wonder that song and dance man George Murphy's career ended not long after this terrible film came out. Politics was certainly a way out for this future senator who dies a horrible death in this slowly paced film. The film stereotypes the typical Mexican migrant farmer worker as dimwitted and awfully dull.<br /><br />The film only picks up in intensity once the identities of Murphy and Ricardo Montalban have been discovered as federal agents for the U.S. and Mexico respectively.<br /><br />Disappointing at best, we see similar problems in our very own society today.",negative
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"This film has got to be ranked as one of the most disturbing and arresting films in years. It is one of the few films, perhaps the only one, that actually gave me shivers: not even Pasolini´s Sálo, to which this film bears comparison, affected me like that. I saw echoes in the film from filmmakers like Pasolini, Fassbinder and others. I had to ask myself, what was it about the film that made me feel like I did? I think the answer would be that I was watching a horror film, but one that defies or even reverses the conventions of said genre. Typically, in a horror film, horrible and frightening things will happen, but on the margins of civilized society: abandoned houses, deserted hotels, castles, churchyards, morgues etc. This handling of the subject in horror is, I think, a sort of defence mechanism, a principle of darkness and opacity functioning as a sort of projective space for the desires and fears of the viewer. So, from this perspective, Hundstage is not a horror film; it takes place in a perfectly normal society, and so doesn´t dabble in the histrionics of the horror film. But what you see is the displacement of certain key thematics from the horror genre, especially concerning the body and its violation, the stages of fright and torture it can be put through. What Seidl does is to use the settings of an everyday, middle class society as a stage on which is relayed a repetitious play of sexual aggression, loneliness, lack and violation of intimacy and integrity: precisely the themes you would find in horror, but subjected to a principle of light and transparency from which there is no escape. It is precisely within this displacement that the power of Seidl´s film resides. Hundstage deals with these matters as a function of the everyday, displays them in quotidian repetition, rather than as sites of extremity and catharsis - a move you would encounter in said horror genre. One important point of reference here is Rainer Werner Fassbinder. Fassbinder also had a way of blending the political with the personal in his films, a tactics of the melodrama that allowed him to deal in a serious and even moral way with political issues like racism, domination, desire, questions concerning ownership, sexual property and control, fascism and capitalism etc. Seidl´s tactic of making the mechanisms of everyday society the subject of his film puts him in close proximity with Fassbinder; like this German ally, he has a sort of political vision of society that he feels it is his responsibility to put forward in his films. During a seminar at the Gothenburg Film Festival this year, at which Seidl was a guest, he was asked why he would have so many instances of violated, subjugated women in Hundstage, but no instances of a woman fighting back, liberating herself. Seidl replied that some may view it as immoral to show violence against women, but that he himself felt it would be immoral not to show it. An artistic statement as good as any, I think. Thank you.",positive
A good story about Rusty Parker (Rita Hayworth) who dreams of being on broadway which means she would have to leave the small dinner theater where she works with Danny (Gene Kelly) and Genius (Phil Silvers). Rusty is in love with Danny. All three are good friends and every Friday night they go to a local bar where they get oysters so they can look for a pearl (they never eat them). The story line provides numerous opportunities for songs and dancing. The movie has two questions that Rusty must answer: Is fame all that it is cracked up to be? and Is less really more if you are happy? Answering those questions makes the movie. The movie also does a good job of showcasing the talents that all three principals had. Never a dull moment!,positive
"SOME MAJOR SPOILERS, YOU'VE BEEN WARNED<br /><br />I saw this movie yesterday at Venice's film festival, and I must admit that, being a fan, it was REALLY IMPRESSIVE. Excellent graphic, excellent music, excellent dubbing, excellent action sequences and so on... BUT there's a but. ALL the film was thought EXCLUSIVELY for the gamers that have loved it, and that can therefore enjoy every single reference, character, inside joke (you should see a joke with winning music that's particularly comic) etc. A poor man not inside the world of FF will obviously see the magnificence of technical part, but CANNOT grasp the inner satisfaction of seeing, e.g., Barret appearing and shooting Bahamut TOTALLY OUT OF NOWHERE. He'll ask himself, ""WHO'S THIS GUY?"", and I cannot blame him. He cannot even understand what a gamer feels when in the OPENING SEQUENCE there's game's opening music, Nanaki running in the canyon with his two cubs, howling at Midgar's ruins, and then ""498 years ago..."". Almost all characters have made an appearance or quote (including Reeve, Tseng and Elena), and Reno & Rude were really goofy and comic to see, but the final impression the movie left to me was ""hardcore gamer's final dream, but far less for a MOVIE fan..."".",positive
"Uncle Fred Olen Ray once again gives us a little of his Retromedia ""goodness"" in the form of this soft-core Cinemax non-classic.<br /><br />A numb-nut pair are out looking at rocks when they come across a swirling vortex a ""black hole"" as the intelligent dolts put it. Pretty soon an attractive cave girl from one million years ago happens into out time-line and she beds her way into the future. Pretty soon her studly other half makes his way into the future as well and blazes a path through the beds of the future.<br /><br />Ray again delivers a passable (but barely) smut-fest that has horrible acting but some decent skin. Yeah it's barely titillating but heh! If worse comes to worse it will cure you insomnia.<br /><br />S10 reviews: 1/5 or 3/10",negative
"It's amazing that this movie turns out to be in one of my hitlists after all. It is by far the number 1 worst movie I have ever seen.<br /><br />Not only have I ever been this bored before (luckily not for more then 1,5 hours), the pre-adolescent attempts at humor that feature it are not even close to getting but one of the corners of my mouth slightly tilted. After the first very awkward part, you tend to hope that the other parts will be at least slightly better. You hope in vain, it only goes downhill from there.<br /><br />The movie has no story worth telling whatsoever and repeats this non-story three times. One can only hope that by some miracle all remaining copies of this movie are lost forever and Trent Harris never lays his hands on a camera again...",negative
"This movie was great don't understand the disrespect it get's. I first scene this in like 87-88 and it was actually scary, If you are an 80's horror fan you should have no problem with this film it has everything that makes 80's horror great. I got to meet a few of the actor's and they were cool. What is not great about a creepy old house,demons,crazy party & horny good looking young people. The dialog and the special fx made this movie a classic. This film also took care of one of those classic rumors about horror the black guy does not alway's have to die in the end.Even though this movie was great there is one thing that remains undiscovered to me what really happened to the old couple at the end was it on purpose or not that little side story thing alway's had me puzzled.",positive
"Creakiness and atmosphere this film has, but so unfortunately does the print I just viewed. Raymond Massey provides a laid back Sherlock Holmes, almost comically so in early scenes in his bathrobe, which he trades in for a laborer's garb to investigate the creepy mansion of Dr. Rylott (Lyn Harding). What wasn't clear to me was why Rylott would have wanted his stepdaughters dead. If as in the case of Helen (Angela Baddeley), he didn't want her to run off to get married, he would have accomplished the same thing by having her dispatched.<br /><br />Other curiosities abound as well. After setting an early wedding date with Helen, the fiancée is no longer heard from for the rest of the picture. The presence of a band of gypsies at the time of Violet Stoner's death provides merely a diversion, and what could have been an interesting murder tool, a poisonous snake, is diluted by the fact that it was not a cobra, the musical renderings of the Indian man servant notwithstanding.<br /><br />Athole Stewart competently portrays Holmes' aide Dr. Watson, though he takes some getting used to if Nigel Bruce is more your cup of tea. As Rylott, Lyn Harding is sufficiently menacing, a trait that would be put to good use as Holmes' nemesis Professor Moriarty in two later films - 1935's ""The Triumph of Sherlock Holmes"" and 1937's ""Murder at the Baskervilles"".<br /><br />With repeated choppiness and an unsteady camera, it's surprising that the story line isn't more disrupted than it is. It's integrity is generally maintained, even if one stretches a bit to fill in the gaps. I guess that would be my main complaint with the film, as mentally bridging some of the jump cuts in the picture proved to be a real pain in the asp.",negative
"Unconditional Love is one of the best movies I've seen in a while. It's an emotional roller-coaster. One of my favorite scenes is the pub scene. When Dirk tells Grace that he didn't want to go to the pub because the villagers don't like him, you expect the worst. When the old woman holds her glass up and says 'To the Memory of Victor Fox and the whole pub follows suit, I wanted to cry. The funeral scene is hysterical! Julie does it in her typical Julie Andrews style. Johnathan Pryce is excellent as Victor. Grace is one of Kathy Bates' best roles. Meredith Eaton steals just about every scene that she is in. Rupert Everett does some of his finest work in Unconditional as Dirk. The Kiss between Rupert and Meredith took me to another bout of hysterics. In this day and age of Gay rights being questioned, I think this movie should be seen by all. As a gay Man in my late 40's I have seen people lose everything when a loved one dies. So kudo's to all involved in the making of this film.",positive
"I so wanted to believe in this movie after the only form of mainstream comedy this country recognises is slapstick and stereotypes.<br /><br />Of course, it went completely the other way - let's be cool and edgy - and came out the other side with little to show for it. I bet One Small Seed went nuts for this. I know SL did.<br /><br />None of the main characters have the comedic chops to pull it off. Even Danny K had better timing. I'm actually being serious. Every time they introduced a bit character I kept thinking, ""Darn, this person should have been the lead!"".<br /><br />Independent doesn't mean that the camera work needs to be horrible. Black and white did nothing for this movie - actually with such flat dialogue it hurt this even more by bringing the boredom into sharp relief. The black and white also wasn't crisp. The composition was horrible. The use of music was horrible. Strangely enough I watched Little Miss Sunshine after this movie and the composition on that was superb - maybe that's why the deficiencies in this movie stick out in my mind.<br /><br />I think Corne (who was funnier than the leads before he even said anything) was speaking to this movie and not David - see it and you'll understand. I bet the guys who organise Oppikoppi were dismayed. One would think nothing happens there at all. I got the feeling it could have been filmed in someone's back garden. I know regular guys who have much funnier, raunchier and wittier conversations than any of these ""comics"". The dude who they hooked up with end was OK though.<br /><br />Guess SA comedy's gonna stay in the stone age a little longer. Nice work guys.",negative
"The plot of this boils down to Ah-nuld versus Satan, and what I remember most about the movie is a lot of explosions, gunfire, blood, noise, and let's not forget that flammable satanic urine. The story is nonsensical, utterly predictable, and so full of holes I couldn't take a bit of it seriously. Stick to ""Rosemary's Baby"" or ""The Exorcist"" if you want to see a really good devil movie and....um, well, I can't think of any good ""Action"" movies at the moment (probably because they're so far-and-few-between), so you're on your own in that category. This flick does get a 3 out of 10 rating from me for its camp value, and for a pretty-good performance by Gabriel Byrne as that old debbil Satan!",negative
"In this Dream-Come-True, I found myself loving what was going on. It's a good movie, and should not be passed off as a corny fantasy movie. It's too smart for that. It's definitely a feel good movie, but with a nice message to leave you with. 7/10, B, **1/2 out of ****",positive
